,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
27829907,1,,-1,,,51297.0,149.0,0.0,1.0,6.0,,0.0,,,05db9164,c8687797,74e1a23a,9a6888fb,4cf72387,7e0ccccf,22d01a7f,37e4aa92,7cc72ec2,1212582a,fef0266d,fb8fab62,e0a5ea97,b28479f6,dc96c4b0,c6b1e1b2,e5ba7672,a7e06874,21ddcdc9,5840adea,99c09e97,,32c7478e,335a6a1e,010f6491,877c5de5
11127682,0,1.0,-1,20.0,14.0,15.0,9.0,26.0,20.0,64.0,1.0,13.0,,9.0,05db9164,f0cf0024,6f67f7e5,41274cd7,25c83c98,fe6b92e5,af54cdc5,5b392875,a73ee510,37843f80,d0069af4,623049e6,e920b070,1adce6ef,55dc357b,c92f3b61,e5ba7672,b04e4670,21ddcdc9,5840adea,60f6221e,c9d4222a,dbb486d7,43f13e8b,ea9a246c,731c3655
14826375,0,0.0,1,14.0,27.0,2880.0,32.0,1.0,39.0,32.0,0.0,1.0,,31.0,05db9164,39dfaa0d,8fea1e6b,39b1fa46,25c83c98,7e0ccccf,6641b1eb,0b153874,a73ee510,3b08e48b,52105669,b0f42b1e,d2b8af4a,1adce6ef,80afa366,639da2c0,d4bb7bd8,df4fffb7,21ddcdc9,5840adea,f184f666,,be7c41b4,cee0fca8,010f6491,aa5f0a15
1955164,0,0.0,1,1.0,1.0,1123.0,41.0,1.0,13.0,63.0,0.0,1.0,,1.0,05db9164,04e09220,71947b86,bf9e41b6,25c83c98,7e0ccccf,a4fea880,0b153874,a73ee510,3b08e48b,7579b566,8529d3b4,8803181f,07d13a8f,cae64906,33a1f420,27c07bd6,e161d23a,,,f22e0924,,32c7478e,ded4aac9,,
12926032,0,,15,13.0,4.0,35503.0,,0.0,4.0,6.0,,0.0,,4.0,05db9164,6887a43c,1c0eb175,873eb1dd,25c83c98,7e0ccccf,9664fe16,0b153874,a73ee510,3b08e48b,29377998,34251342,50fd89c3,1adce6ef,521b6787,b0bc9b5a,776ce399,2ae4f30d,21ddcdc9,b1252a9d,35ed8cef,,3a171ecb,b5e89e20,445bbe3b,4c5c2960
19058859,0,1.0,1,5.0,11.0,640.0,18.0,2.0,21.0,66.0,1.0,2.0,0.0,11.0,05db9164,a796837e,dffca8ba,0fa0d423,4cf72387,7e0ccccf,d4740305,0b153874,a73ee510,3b08e48b,70b31aec,93bab460,178ba87d,cfef1c29,f0bf9094,6bb29970,07c540c4,1cdbd1c5,,,d9d9202f,ad3062eb,3a171ecb,8fc66e78,,
21142668,1,1.0,-1,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,0.0,05db9164,c5fe64d9,ec9ae93f,ac929558,25c83c98,fe6b92e5,a2cc7400,1f89b562,a73ee510,cde5d6cd,2b0240af,63b0795b,a15f7072,b28479f6,543c0413,44583897,d4bb7bd8,c235abed,21ddcdc9,b1252a9d,8e55cba5,ccfd4002,bcdee96c,f7808d7d,b9266ff0,feec1225
24094168,0,0.0,0,1.0,3.0,1602.0,160.0,26.0,12.0,578.0,0.0,9.0,,3.0,f473b8dc,09e68b86,aa8c1539,85dd697c,25c83c98,7e0ccccf,26a81064,1f89b562,a73ee510,dcbc7c2b,9e511730,d8c29807,04e4a7e0,8ceecbc8,d2f03b75,c64d548f,e5ba7672,63cdbb21,cf99e5de,5840adea,5f957280,,55dd3565,1793a828,e8b83407,b7d9c3bc
12541297,0,1.0,13,111.0,6.0,362.0,81.0,5.0,6.0,6.0,1.0,2.0,,6.0,05db9164,b80912da,a4acc97a,e3bb42e9,25c83c98,fbad5c96,1fb93faf,c8ddd494,a73ee510,3b08e48b,c1519473,09a65402,59d8869e,b28479f6,79fcb5cb,b1780115,e5ba7672,7119e567,952f66a2,b1252a9d,e0830ea5,,3a171ecb,90a6966a,e8b83407,36e085f6
33633001,0,1.0,17,27.0,2.0,1032.0,121.0,5.0,15.0,30.0,1.0,5.0,,2.0,05db9164,38a947a1,a7b1571c,f41b4bad,25c83c98,7e0ccccf,f8997568,5b392875,a73ee510,eb332166,5a859ab2,98a00f58,0e3b5f2a,b28479f6,46ed0b3c,a9536a9e,e5ba7672,2c6cb693,,,b849ec60,,bcdee96c,b258af68,,
41646627,0,5.0,0,9.0,32.0,18.0,31.0,11.0,42.0,173.0,1.0,3.0,0.0,31.0,5a9ed9b0,bfdcfc4a,74e1a23a,9a6888fb,25c83c98,fbad5c96,b10e2315,0b153874,a73ee510,dfac5765,2ef45c3b,fb8fab62,5c7593a3,b28479f6,2ed5bdad,c6b1e1b2,e5ba7672,ffd53157,21ddcdc9,5840adea,99c09e97,ad3062eb,32c7478e,335a6a1e,e8b83407,68a2a837
41176079,1,1.0,0,2.0,,1257.0,0.0,8.0,13.0,13.0,1.0,2.0,,,5a9ed9b0,58e67aaf,88324971,432a8ee7,4cf72387,7e0ccccf,ca4c27ef,0b153874,a73ee510,0bd12a8c,1bdc0607,1233ab5d,619a03e9,07d13a8f,10935a85,608a7749,e5ba7672,c21c3e4c,37c0d2e7,b1252a9d,41cef6ab,,423fab69,408f0af7,9b3e8820,247efbab
30429124,0,4.0,0,3.0,2.0,612.0,518.0,16.0,31.0,258.0,1.0,2.0,0.0,2.0,68fd1e64,08d6d899,9143c832,f56b7dd5,25c83c98,fbad5c96,a0f3f4b3,062b5529,a73ee510,0bf31079,6fa80e57,ae1bb660,bcf6a386,b28479f6,bfef54b3,bad5ee18,e5ba7672,87c6f83c,,,0429f84b,,32c7478e,c0d61a5c,,
29729169,0,2.0,1,46.0,5.0,17.0,12.0,2.0,6.0,5.0,1.0,1.0,,5.0,68fd1e64,38a947a1,34647502,99c30e24,0942e0a7,fbad5c96,a2084f28,0b153874,a73ee510,305a0646,680bf6cb,c125088c,7db6a946,07d13a8f,c02cef77,3af70aab,07c540c4,f3058562,,,225a503c,ad3062eb,423fab69,ee70205e,,
35543435,0,0.0,4,8.0,8.0,4307.0,68.0,162.0,19.0,454.0,0.0,7.0,0.0,8.0,05db9164,1329e144,f19cc676,2bf219db,25c83c98,,423ac2e7,0b153874,a73ee510,14514389,52497132,bdd5a299,1c717231,b28479f6,fc9ac63e,9c847e7b,8efede7f,98bf96cf,abfaf938,a458ea53,ef69bb31,ad3062eb,bcdee96c,74fd9acb,cb079c2d,51714c65
11842862,0,,63,,,20733.0,192.0,4.0,0.0,69.0,,2.0,,,39af2607,30416b0f,ce84beb1,de127537,25c83c98,7e0ccccf,bd53d88a,5b392875,a73ee510,7ce643ca,ec967dd8,2980489f,9106f5bd,07d13a8f,32dc4810,578e9917,e5ba7672,d19de31c,,,053febe2,,32c7478e,061b6467,,
6317060,1,,2,2.0,2.0,11653.0,66.0,1.0,10.0,8.0,,1.0,,2.0,05db9164,5ca60b73,03f5e595,bdc301e2,25c83c98,6f6d9be8,71a4bb78,0b153874,a73ee510,88f474d4,258875ea,870771b1,dcc8f90a,07d13a8f,1cbc3cca,bb01ab0a,d4bb7bd8,04c62c3d,,,92259097,,32c7478e,8ea22d26,,
21070998,0,,0,62.0,2.0,,,0.0,3.0,3.0,,0.0,,3.0,8cf07265,80e26c9b,53f9aa51,4518a475,25c83c98,7e0ccccf,bfa1a33f,0b153874,7cc72ec2,3b08e48b,477c3e2b,24e81557,02c899e1,b28479f6,4c1df281,aef3b576,2005abd1,f54016b9,21ddcdc9,a458ea53,bb0240d2,c9d4222a,be7c41b4,c0486dfb,e8b83407,b4bc8bff
29492858,0,1.0,0,26.0,43.0,38.0,38.0,40.0,37.0,133.0,1.0,4.0,0.0,38.0,5a9ed9b0,38a947a1,717b6b42,9f3d1f89,25c83c98,fe6b92e5,7c5528fd,062b5529,a73ee510,5ae197ee,02237fa6,043ad2e6,3d4972b1,07d13a8f,6e3a19f2,068f555c,e5ba7672,a00a189e,,,885e1d32,,423fab69,7827330b,,
20583859,0,1.0,0,1.0,12.0,1016.0,62.0,1.0,33.0,34.0,1.0,1.0,,34.0,68fd1e64,38a947a1,f6fcf541,6a9198c0,25c83c98,fbad5c96,339dbe2a,0b153874,a73ee510,e46fa5bd,a396c8d9,3300191b,2da55e7d,64c94865,aa4b9bc0,b08fffbd,1e88c74f,631b563f,,,29cedb72,,32c7478e,cbbc0a83,,
17826022,1,,2,3.0,0.0,,,0.0,3.0,1.0,,0.0,,1.0,68fd1e64,38d50e09,7fa6b560,9597e060,25c83c98,7e0ccccf,970f01b2,66f29b89,7cc72ec2,3b08e48b,36bccca0,6b9d010e,80467802,07d13a8f,ee569ce2,fdafa276,2005abd1,582152eb,21ddcdc9,a458ea53,e46e693a,,55dd3565,538a9db5,001f3601,496b82a5
21803525,0,,1,3.0,1.0,56017.0,,0.0,1.0,3.0,,0.0,,1.0,39af2607,207b2d81,2abadbc4,16fe249c,25c83c98,fbad5c96,c39e2255,0b153874,7cc72ec2,2bbd836c,db8bb103,490db852,36078a65,07d13a8f,0bf0feff,0302196d,07c540c4,fa0643ee,21ddcdc9,a458ea53,e65923db,c0061c6d,32c7478e,1793a828,e8b83407,d25a68df
39032094,0,3.0,21,26.0,2.0,139.0,39.0,156.0,48.0,690.0,1.0,26.0,0.0,8.0,be589b51,537e899b,5037b88e,9dde01fd,25c83c98,,1f70796e,37e4aa92,a73ee510,d954cc10,cebf7e5e,680d7261,d3b3cfc1,07d13a8f,73c54e3e,c0673b44,3486227d,86b4fc22,,,e049c839,,32c7478e,6095f986,,
25589637,1,,2,,1.0,26550.0,3.0,1.0,1.0,3.0,,1.0,,1.0,68fd1e64,90081f33,71269a66,329ba483,25c83c98,,91208258,51d76abe,a73ee510,9a09b935,fba7e52b,6a9dde60,b47bdc8c,64c94865,98995c3b,4ae7939c,d4bb7bd8,7181ccc8,,,f2b28cd7,,32c7478e,a219426e,,
30346076,0,0.0,-1,,,5474.0,224.0,1.0,10.0,195.0,0.0,1.0,,,be589b51,207b2d81,33af18b2,c913e4d5,89ff5705,7e0ccccf,34800de8,0b153874,a73ee510,29453ef9,63248e0c,52bdd2aa,784618a5,b28479f6,899da9d5,e0d50481,d4bb7bd8,25c88e42,21ddcdc9,b1252a9d,0f84a592,,32c7478e,fe0d4fd8,001f3601,e76e842a
30936719,0,,197,1.0,1.0,60897.0,,0.0,16.0,414.0,,0.0,0.0,1.0,be589b51,8ab240be,b40d3bb9,3efbe902,43b19349,fbad5c96,996fa622,0b153874,7cc72ec2,2c95d9fe,68e17750,d0c72a5a,7ad6c203,b28479f6,55ea1fa2,00ee7737,27c07bd6,ca533012,21ddcdc9,5840adea,82bd8d7e,c9d4222a,32c7478e,4ccf0b59,e8b83407,aa5f0a15
690927,0,0.0,1,4.0,10.0,4949.0,63.0,11.0,13.0,197.0,0.0,4.0,0.0,10.0,05db9164,8947f767,d2b602e1,df1034fb,25c83c98,7e0ccccf,25c64e98,0b153874,a73ee510,e8438e24,2872a4bd,5a780d9e,f8320f48,07d13a8f,2c14c412,05e9fd3f,3486227d,bd17c3da,2f4b9dd2,a458ea53,46508d51,,c7dc6720,eb0cb299,010f6491,87c9f9d5
30458400,0,,2,9.0,26.0,11777.0,96.0,1.0,27.0,117.0,,1.0,0.0,27.0,05db9164,08d6d899,6a8a1217,14bfebf4,25c83c98,fe6b92e5,84c435cd,1f89b562,a73ee510,5ba3608f,8dd0a090,5b355b50,2f8b3560,07d13a8f,9bc78475,0ded9094,e5ba7672,9dde83ca,,,831d5286,,423fab69,9e9a60e4,,
40187959,0,,0,6.0,15.0,1016.0,,0.0,17.0,17.0,,0.0,,15.0,05db9164,04e09220,b1ecc6c4,5dff9b29,30903e74,7e0ccccf,37d7703f,0b153874,a73ee510,3b08e48b,0fc6ec45,2436ff75,94b87a00,07d13a8f,cae64906,f4ead43c,776ce399,e161d23a,,,4f1aa25f,,be7c41b4,ded4aac9,,
39265646,0,,5,,4.0,6346.0,,0.0,3.0,95.0,,0.0,,4.0,05db9164,38a947a1,,,25c83c98,7e0ccccf,cd98cc3d,0b153874,a73ee510,372f26e1,abe6d919,,b72482f5,07d13a8f,7f1c4567,,07c540c4,95f5c722,,,,,3a171ecb,,,
39593612,1,,1,8.0,4.0,22255.0,,,7.0,,,,,4.0,5a9ed9b0,80e26c9b,bc7d8900,169ffff5,25c83c98,,b87f4a4a,0b153874,a73ee510,2124a520,319687c9,b853b799,62036f49,07d13a8f,02319a52,5151f2ca,07c540c4,1f9656b8,21ddcdc9,b1252a9d,38483e30,,32c7478e,1793a828,e8b83407,70b6702c
42903159,0,0.0,0,1.0,1.0,5999.0,80.0,6.0,20.0,95.0,0.0,3.0,,1.0,05db9164,04e09220,b1ecc6c4,5dff9b29,25c83c98,fbad5c96,ec2174ab,0b153874,a73ee510,3b08e48b,bb40a095,2436ff75,4af5f8c2,07d13a8f,cae64906,f4ead43c,e5ba7672,e161d23a,,,4f1aa25f,,423fab69,ded4aac9,,
22457532,0,5.0,10,16.0,13.0,309.0,58.0,31.0,18.0,96.0,1.0,12.0,,13.0,68fd1e64,39dfaa0d,9bd70a98,8c97a28c,25c83c98,7e0ccccf,afa309bd,1f89b562,a73ee510,f717eda0,77212bd7,6e76119f,7203f04e,07d13a8f,60fa10e5,4c99f67a,e5ba7672,df4fffb7,21ddcdc9,5840adea,e0a20aee,,423fab69,a636a323,010f6491,d67a6f5b
38790582,0,,237,1.0,,315.0,5.0,9.0,6.0,7.0,,2.0,,,68fd1e64,8947f767,4b1bf593,0167d85c,25c83c98,,262c51d4,37e4aa92,a73ee510,34d2db5f,5f3eb205,b9736368,12d7c50f,b28479f6,a473257f,410dec23,07c540c4,bd17c3da,21ddcdc9,b1252a9d,241a1c48,,32c7478e,3fdb382b,b9266ff0,49d68486
30859841,0,,7,4.0,3.0,344499.0,,0.0,3.0,27.0,,0.0,,3.0,68fd1e64,b56822db,7da86e4b,b733e495,4cf72387,,f819a1f6,0b153874,7cc72ec2,401f0a5d,e8b75b63,ed397d6b,5c0c091d,b28479f6,a9d1ba1a,056d8866,e5ba7672,38dce391,21ddcdc9,b1252a9d,deaf6b52,,3a171ecb,d9556584,001f3601,6c27a535
34658637,1,,3,,,352798.0,,,0.0,,,,,,be589b51,e18b1e61,5ecf2436,7d410852,25c83c98,fbad5c96,7a57d343,0b153874,7cc72ec2,48beebf8,7cf13f16,ab7cb693,d100e0ca,64c94865,84973587,70e31646,d4bb7bd8,0e6eae83,,,3e52bee5,,3a171ecb,e02e537a,,
11142845,0,,46,2.0,3.0,143300.0,,0.0,3.0,7.0,,0.0,,3.0,05db9164,38d50e09,92eb3174,88e439d9,4cf72387,7e0ccccf,4b3c7cfe,0b153874,7cc72ec2,5e8fb876,8b94178b,604f499b,025225f2,b28479f6,06373944,8e662061,e5ba7672,fffe2a63,21ddcdc9,b1252a9d,872c22d6,8ec974f4,32c7478e,df487a73,001f3601,c27f155b
20405465,0,,43,46.0,11.0,38640.0,,0.0,12.0,35.0,,0.0,,11.0,5a9ed9b0,b56822db,7da86e4b,b733e495,25c83c98,fbad5c96,61bed5b3,64523cfa,7cc72ec2,c16dd063,34c909fe,ed397d6b,ef9686d6,b28479f6,a9d1ba1a,056d8866,1e88c74f,38dce391,21ddcdc9,b1252a9d,deaf6b52,,3a171ecb,d9556584,001f3601,6c27a535
18188472,0,,0,721.0,1.0,414.0,526.0,0.0,11.0,24.0,,0.0,,6.0,05db9164,80e26c9b,924b5b93,85dd697c,25c83c98,,7227c706,062b5529,a73ee510,f53efe7f,9625b211,477ee0c4,dccbd94b,07d13a8f,e8f4b767,2d0bbe92,d4bb7bd8,005c6740,21ddcdc9,b1252a9d,1910ea4a,,dbb486d7,1793a828,e8b83407,9904c656
10155845,0,2.0,101,2.0,3.0,1101.0,3.0,23.0,21.0,954.0,1.0,9.0,0.0,3.0,05db9164,3f0d3f28,,,4cf72387,7e0ccccf,ec258437,0b153874,a73ee510,5162b19c,0d989d65,,f948ca5d,32813e21,e8d4033b,,8efede7f,744ad4a0,,,,,3a171ecb,,,
33912688,0,0.0,-1,,,2469.0,76.0,2.0,26.0,118.0,0.0,2.0,,,05db9164,207b2d81,6a8a1217,14bfebf4,4cf72387,fbad5c96,c9a51835,0b153874,a73ee510,3a55ac69,cfcea1c3,5b355b50,633b9be7,b28479f6,899da9d5,0ded9094,07c540c4,25c88e42,21ddcdc9,b1252a9d,831d5286,,32c7478e,9e9a60e4,001f3601,ee926a57
26550426,0,0.0,18,3.0,1.0,4050.0,28.0,2.0,1.0,74.0,0.0,2.0,,1.0,f473b8dc,1cfdf714,5756edf9,2504afe5,25c83c98,fbad5c96,7415122a,0b153874,a73ee510,53f5f0ed,98579192,4546fccf,779f824b,b28479f6,d345b1a0,830c46e3,e5ba7672,e88ffc9d,69578b6b,b1252a9d,6a984a6e,,3a171ecb,3fdb382b,cb079c2d,49d68486
21841674,0,,915,2.0,,1134.0,,0.0,0.0,0.0,,0.0,,,5a9ed9b0,1cfdf714,bb8e287a,13508380,384874ce,,fa19d92a,0b153874,a73ee510,f5073ae4,1054ae5c,6fa68be0,d7ce3abd,07d13a8f,e439dd9b,590171a8,1e88c74f,9df49ecd,55dd3565,a458ea53,94c933ec,,c7dc6720,45ab94c8,cb079c2d,c84c4aec
34344620,0,,7,2.0,4.0,3653.0,10.0,10.0,2.0,10.0,,1.0,,4.0,68fd1e64,2c8c5f5d,f8165d4c,9ce24ab2,25c83c98,fe6b92e5,a90a99c5,1f89b562,a73ee510,e6003298,e9561d8b,275616bb,1cc9ac51,b28479f6,36fdeaa3,8150ed80,e5ba7672,f5f4ae5b,,,06020186,,55dd3565,89856b53,,
12578418,0,,0,1.0,1.0,29136.0,281.0,0.0,1.0,6.0,,0.0,,1.0,05db9164,7008ef6d,859e1d36,f24d4506,25c83c98,7e0ccccf,7f9907fe,0b153874,a73ee510,8f48ce11,a7b606c4,d3f30591,eae197fd,07d13a8f,03259d67,2210df91,27c07bd6,d1c83925,,,d1cd4aac,,3a171ecb,971d53a5,,
20807787,0,1.0,0,6.0,1.0,995.0,4.0,1.0,3.0,4.0,1.0,1.0,,1.0,05db9164,287130e0,af17f6f3,12bce1bd,25c83c98,7e0ccccf,9f949978,5b392875,a73ee510,71cfdd61,16ef27ce,a13d116d,f3a2b604,1adce6ef,310d155b,c61aa249,d4bb7bd8,891589e7,5958dc97,a458ea53,cd03427c,ad3062eb,3a171ecb,1ecfe75f,ea9a246c,bea2af4c
44210877,0,,360,2.0,2.0,7007.0,280.0,3.0,45.0,217.0,,2.0,,2.0,05db9164,421b43cd,a3ec0574,29998ed1,25c83c98,fe6b92e5,09eb183d,51d76abe,a73ee510,3b08e48b,1c3fae87,6aaba33c,cc7759fc,b28479f6,e1ac77f7,b041b04a,8efede7f,2804effd,,,723b4dfd,,c7dc6720,b34f3128,,
15195297,0,46.0,31,7.0,6.0,254.0,8.0,46.0,9.0,8.0,1.0,1.0,0.0,6.0,05db9164,287130e0,97134e63,02fa21c4,25c83c98,,85e04103,0b153874,a73ee510,84c2147f,0a857eec,7928160e,6cc03d02,1adce6ef,310d155b,ca53d682,e5ba7672,891589e7,09cc36c5,a458ea53,d36d4cc0,,32c7478e,3fdb382b,ea9a246c,49d68486
40719047,0,0.0,1,7.0,8.0,5149.0,683.0,1.0,11.0,134.0,0.0,1.0,,10.0,05db9164,08d6d899,a2edc244,60d5f5a7,25c83c98,7e0ccccf,7f2c5a6e,0b153874,a73ee510,60cfb358,d21494f8,bde06ba1,f47f13e4,07d13a8f,862dcf90,b93ac0ad,1e88c74f,bbf70d82,,,bf8efd4c,c9d4222a,32c7478e,f96a556f,,
17575201,1,,47,1.0,,2959.0,4.0,19.0,0.0,16.0,,4.0,1.0,,7e5c2ff4,58e67aaf,5c11e36a,4654fcab,25c83c98,7e0ccccf,8589418a,0b153874,a73ee510,0526eedb,da89cb9b,b07a0afb,165642be,07d13a8f,10935a85,5bacecf8,3486227d,c21c3e4c,c8a50b1c,b1252a9d,31bf1639,,32c7478e,a9a2ac1a,9b3e8820,08b9244f
14635520,0,3.0,23,7.0,7.0,964.0,47.0,9.0,46.0,76.0,1.0,2.0,,7.0,05db9164,2c8c5f5d,13cd0697,352cefe6,4cf72387,fe6b92e5,57b4bd89,5b392875,a73ee510,3b08e48b,71fd20d9,c3cdaf85,ddd66ce1,1adce6ef,5edc1a28,08514295,e5ba7672,f5f4ae5b,,,6387fda4,,3a171ecb,d36c7dbf,,
18545700,0,1.0,0,2.0,,1296.0,41.0,20.0,0.0,87.0,0.0,4.0,0.0,,8cf07265,89ddfee8,2138ff77,febfc01d,25c83c98,fbad5c96,1c86e0eb,0b153874,a73ee510,75d433aa,755e4a50,caced475,5978055e,07d13a8f,4df3da6b,ce75d96b,e5ba7672,5bb2ec8e,21ddcdc9,b1252a9d,ef479c68,ad3062eb,32c7478e,659571ca,f0f449dd,6d8b92b9
13695109,1,,21,3.0,1.0,83214.0,361.0,0.0,5.0,28.0,,0.0,,1.0,05db9164,38d50e09,,,25c83c98,7e0ccccf,fc44398f,0b153874,7cc72ec2,14781fa9,87fe3e10,,3bd6c21d,1adce6ef,e2c18d5a,,07c540c4,582152eb,21ddcdc9,5840adea,,ad3062eb,3a171ecb,,001f3601,56be3401
36506866,0,4.0,-1,,0.0,462.0,26.0,42.0,26.0,113.0,1.0,11.0,0.0,26.0,05db9164,e112a9de,6b80d7c0,81e71114,4cf72387,7e0ccccf,ce4f7f55,0fb392dd,a73ee510,d7026747,38f692a7,21161865,6e5da64f,1adce6ef,d37d4a5e,ba0eeab9,e5ba7672,8fbe065e,,,8dbce355,,423fab69,8f079aa5,,
27966124,0,,10,6.0,6.0,17363.0,124.0,1.0,7.0,93.0,,1.0,,6.0,87552397,0b8e9caf,f6e107dc,884c047f,25c83c98,7e0ccccf,72cf945c,0b153874,a73ee510,ef2fbb20,7b61aa9b,dfb297d1,7f5bf282,b28479f6,5340cb84,348b5f6b,d4bb7bd8,ca6a63cf,,,f7c95f33,ad3062eb,dbb486d7,08b0ce98,,
2529864,1,11.0,10,6.0,10.0,1294.0,21.0,18.0,47.0,79.0,1.0,3.0,18.0,10.0,68fd1e64,38a947a1,72e5eac0,eee0e446,384874ce,fe6b92e5,468a0854,0b153874,a73ee510,3b08e48b,a60de4e5,673768e2,605bbc24,1adce6ef,4bc51dd6,d617f1ff,8efede7f,7abb2837,,,72a8c407,,32c7478e,375c3609,,
31751560,1,,16,,5.0,2880.0,,0.0,6.0,98.0,,0.0,,6.0,68fd1e64,38a947a1,44563b7c,3f5058aa,25c83c98,fbad5c96,08bd9583,0b153874,a73ee510,3b08e48b,b1db274c,7d8e676b,b7a9e83c,07d13a8f,99b4658d,833653af,776ce399,71e86729,,,24cde690,,be7c41b4,40345a29,,
6105204,1,7.0,60,4.0,15.0,1.0,1.0,220.0,9.0,2675.0,2.0,33.0,0.0,1.0,05db9164,38a947a1,7e45a604,a91445c2,25c83c98,3bf701e7,407438c8,0b153874,a73ee510,67eea4ef,755e4a50,548cd6f7,5978055e,1adce6ef,6177250c,ebfe78ce,8efede7f,8151ce98,,,c16366f9,,55dd3565,3f1ffffa,,
30682960,1,,54,3.0,8.0,9393.0,48.0,12.0,8.0,148.0,,3.0,,8.0,5a9ed9b0,c76014f5,df00c4f0,031bba14,25c83c98,7e0ccccf,1bd5e279,37e4aa92,a73ee510,3b08e48b,b7bb9e4d,336bb1d7,c2d489b5,b28479f6,a46c3543,631f0045,e5ba7672,93b0d1d7,,,1fe472e2,,32c7478e,89bd83a1,,
7850876,0,,1,73.0,2.0,65995.0,195.0,0.0,2.0,14.0,,0.0,,2.0,05db9164,287130e0,35e8c904,38c6a2ff,4cf72387,13718bbd,b6913117,0b153874,7cc72ec2,3fb38a44,12d18ab5,ca9f3db8,4ad8a654,64c94865,f8526149,d8daf836,e5ba7672,891589e7,21ddcdc9,b1252a9d,0bf4a9b7,,32c7478e,3fdb382b,ea9a246c,49d68486
28897338,0,2.0,35,5.0,21.0,15.0,6.0,3.0,26.0,67.0,2.0,3.0,,6.0,8cf07265,e5fb1af3,07f65d61,16fe249c,25c83c98,7e0ccccf,6a2e21be,0b153874,a73ee510,305a0646,17d8db0e,06f66d82,7ca53f33,64c94865,0ae958e9,8f13519e,e5ba7672,13145934,6f3756eb,5840adea,3193fbed,,c7dc6720,1793a828,e8b83407,a475662f
16872648,0,,116,1.0,3.0,244.0,,0.0,4.0,7.0,,0.0,,3.0,05db9164,38a947a1,8ad53dde,ec7ca9eb,4cf72387,fbad5c96,a147b50b,5b392875,a73ee510,3b08e48b,ee40d253,6dabc5dd,2b590d5f,1adce6ef,c644bd11,fd234a51,776ce399,42aa70ca,,,2f9dcb0a,ad3062eb,be7c41b4,129f513a,,
36584446,0,0.0,0,36.0,9.0,1761.0,42.0,4.0,10.0,23.0,0.0,1.0,,9.0,05db9164,4f25e98b,ba76368f,f00bd2d7,4cf72387,7e0ccccf,dc2b40a4,0b153874,a73ee510,d35e1d60,6685ea28,811b55ac,7edc047a,64c94865,40e29d2a,47c82480,e5ba7672,7ef5affa,b24872b9,b1252a9d,adc488b6,,c7dc6720,3c82f8af,001f3601,4d4c5804
23432015,1,1.0,186,2.0,10.0,1463.0,28.0,26.0,21.0,265.0,0.0,7.0,,10.0,5a9ed9b0,5dac953d,d032c263,c18be181,4cf72387,fe6b92e5,48ed6f4d,5b392875,a73ee510,e59c4e8f,c4bd1c72,dfbb09fb,bcfc54a9,07d13a8f,e5f83aa5,84898b2a,e5ba7672,7fd4e829,,,0014c32a,,3a171ecb,3b183c5c,,
24550832,0,,76,2.0,3.0,17555.0,114.0,7.0,5.0,283.0,,4.0,,3.0,5a9ed9b0,80e26c9b,d6e06c18,cb3a592b,25c83c98,fbad5c96,f2d80b52,0b153874,a73ee510,14e5ebc3,1bb4f435,f5ecc6fa,e8d4ea40,cfef1c29,e857f574,5053c298,e5ba7672,f54016b9,21ddcdc9,b1252a9d,e3b35e99,c0061c6d,32c7478e,9195f690,e8b83407,3e0e39d6
45175611,0,0.0,53,5.0,,1549.0,17.0,15.0,0.0,7.0,0.0,3.0,1.0,,68fd1e64,09e68b86,a3de5de1,fc32aa4b,25c83c98,fbad5c96,4b219154,5b392875,a73ee510,e851ff7b,f25fe7e9,3b12b60a,dd183b4c,cfef1c29,18847041,0a877cc0,3486227d,5aed7436,1a9b8580,a458ea53,41f452e8,,32c7478e,3fdb382b,e8b83407,49d68486
29354030,0,2.0,12,14.0,25.0,1451.0,25.0,14.0,25.0,56.0,0.0,7.0,0.0,25.0,05db9164,4f25e98b,b6e890a7,9e2401c7,25c83c98,7e0ccccf,7bd25275,0b153874,a73ee510,ac82a793,1720a591,ac65b85d,3301b467,b28479f6,99637b25,e0823772,e5ba7672,c04ce6df,21ddcdc9,a458ea53,c2ecc705,,3a171ecb,9117a34a,001f3601,54ca28ff
11365438,0,,1,,1.0,11535.0,26.0,9.0,1.0,75.0,,4.0,,1.0,8cf07265,38a947a1,,,43b19349,13718bbd,b0de5825,5b392875,a73ee510,3b08e48b,85078508,,9a02f9bb,07d13a8f,d0daf480,,1e88c74f,7f1b9f11,,,,,32c7478e,,,
34120913,0,,435,12.0,6.0,18776.0,15.0,11.0,6.0,28.0,,2.0,,6.0,39af2607,1cfdf714,db1c2dd7,0ac10a61,25c83c98,,fb6ff985,37e4aa92,a73ee510,b99cb647,9090b697,f6785eb5,2fe66320,07d13a8f,f775a6d5,7f71b8b7,e5ba7672,e88ffc9d,21ddcdc9,b1252a9d,a21353d7,ad3062eb,423fab69,1de92081,cb079c2d,23c00773
